unique_id;station;station_new;Transect;depth;pressure;t190C;sal00;sbeox0ML/L;sigma;Cruise;Lat ;Lon;Bot.Depth [m];Nitrate;Phosphate;Silicate;Distance_from_shore;Profile feature;HPLC_ID;Microscopy ID;Flow cyt phyto ID;Diatoms;Dinoflagellates;Cryptophytes;Pelagophytes;T4haptophytes;Prasinophytes;Chlorophytes;Synechococcus;Chl_c3;Peri;19-But;Fuco;Neox;Pras;Viola;Asta;Allox;Zea;Lut;Chl_b;div_Chl_a;Chl_a
22_60;22;T2_3;Transect 2;60;60.37954;17.1305;35.0677;1.61459;25.5332;MSM80;-9.499;-79.339;152;22.735;1.575;9.939;103;NA;77;NA;73;20.28187561;6.029761314;28.90165901;57.72354507;63.10923767;34.67359161;1.793041945;8.534216881;55.5199;4.5962;70.0873;46.1096;3.9337;7.0898;1.4891;1.2722;5.9067;11.678;2.0539;37.0299;14.2523;221.047
28_40;28;T2_2;Transect 2;40;40.25822;18.0028;35.1314;1.69866;25.3628;MSM80;-9.499;-78.667;107;23.799;1.71;12.26;28;NA;89;39;84;46.47018814;6.767601967;28.66355705;60.9218483;54.13446808;27.6436615;0.702937603;4.160848141;46.162;3.9013;66.7298;42.2239;2.4291;4.8586;1.9441;2.1342;4.9901;3.0246;0.7715;24.7086;0;229.4651
30_40;30;T2_1;Transect 2;40;40.27044;16.9787;35.025;0.92741;25.5384;MSM80;-9.499;-78.449;82;26.145;1.916;19.881;5;NA;94;42;89;147.8341675;0;45.64377975;10.58905697;10.27111435;6.018200874;5.282402515;54.7939949;11.5137;0;14.3487;132.7851;1.7901;0;2.437;28.8978;10.0681;41.7315;4.5526;12.0409;0;280.4327
40_50;40;T3_2;Transect 3;50;50.30009;16.5905;35.0549;0.57906;25.6543;MSM80;-12;-77.499;139;28.856;1.983;15.183;40;NA;135;NA;130;270.1224976;14.56115913;146.7279053;15.93775845;13.35934353;34.62926865;1.091842294;0;12.8705;9.6445;18.5569;183.6862;2.3203;5.1825;14.2657;10.7007;27.3275;0;0;23.7959;0;496.4297
45_50;45;T3_4;Transect 3;50;50.28419;15.642;35.0378;0.09322;25.8579;MSM80;-11.999;-77.833;460;26.825;2.416;24.099;76;NA;152;NA;146;0;47.27244949;91.66923523;13.58620739;0;0;0;24.65291023;2.7886;51.5714;29.8089;80.3115;2.3928;0;0;17.8821;28.9896;35.8121;0;0;0;177.1808
46_22_50;46_22;T3_5;Transect 3;50;50.27707;99;35.0275;0.15278;25.9739;MSM80;-12;-78;1613;27.072;2.427;23.043;95;NA;160;NA;151;7.789583206;0;7.132599831;2.541790247;0;0;0;32.33483887;0;0;5.989;32.8744;0;0;0;14.4578;2.7279;34.9376;0;2.4412;0;49.7988
53_45;53;T4_7;Transect 4;45;45.23816;14.9489;35.0195;0.10712;25.9928;MSM80;-14.499;-77.5;4567;20.711;2.45;21.236;170;Chla max;191;79;181;0;42.82567215;0.173881605;0.940448344;0;29.14268684;8.996564865;16.90686607;0;68.5163;9.3616;45.8532;3.5772;2.3145;0.8548;20.1173;3.3829;63.3321;17.5616;151.3964;83.34;98.9861
53_75;53;T4_7;Transect 4;75;75.42286;13.9885;34.9773;0.04323;26.1721;MSM80;-14.499;-77.5;4567;17.33;2.571;27.549;170;NA;192;NA;182;0;27.80161858;0;0;0;0;0;5.072105885;0;54.8867;3.1646;13.4004;0;0;0;8.7865;0;28.8806;0.8897;4.2885;1.7403;32.8737
56_3_45;56_3;T4_6;Transect 4;45;45.23333;16.2973;35.0949;2.29237;25.7475;MSM80;-14.496;-77.002;6117;17.883;1.75;7.101;112;NA;197;NA;187;123.3807449;6.957158089;14.91623974;24.58149147;0;38.80186462;1.656036377;11.8235693;0;3.9627;27.1698;72.5097;2.8098;8.7549;1.2455;4.7242;2.4981;13.8166;1.7701;31.2513;24.0958;222.1171
56_3_70;56_3;T4_6;Transect 4;70;70.38656;14.3716;34.9987;0.06981;26.1077;MSM80;-14.496;-77.002;6117;21.346;2.525;23.939;112;NA;198;NA;188;0;8.949209213;0;0;0;9.02350235;3.544077158;0.892181158;0;24.1448;2.0266;11.4177;4.4352;0;0;6.8326;0.748;21.5016;10.6296;74.7965;34.782;22.409
58_40;58;T4_5;Transect 4;40;40.22494;17.2079;35.2158;3.27877;25.6227;MSM80;-14.499;-76.667;2649;17.41;1.619;5.272;75;NA;203;83;193;113.9453201;23.39919662;53.30817413;18.24690056;137.9141388;70.91422272;2.825742006;17.60481644;85.6368;16.7775;26.6726;135.5256;5.9594;17.4862;2.7955;5.4871;11.0068;26.5967;3.6525;70.9258;39.148;438.1585
58_60;58;T4_5;Transect 4;60;60.34674;15.3951;35.0366;0.27771;25.9109;MSM80;-14.499;-76.667;2649;32.358;2.551;14.224;75;No fluorescence;204;NA;194;10.604105;31.34577942;10.79905701;3.757239103;24.46060371;12.77382755;0.027923398;0;16.131;21.7253;5.6487;22.2999;1.0151;3.934;0;4.6251;2.3869;9.7105;0.3858;14.1687;34.6507;93.7685
60_50;60;T4_4;Transect 4;50;50.2803;15.5155;35.047;0.87755;25.8892;MSM80;-14.499;-76.5;1420;28.362;2.436;14.091;57;NA;210;NA;199;15.54548073;0;11.31919479;8.49793148;23.68769455;7.756296158;0;6.476263046;17.3465;0;11.4109;25.0461;0.7009;2.7296;0;3.1706;2.4785;6.9649;0;6.6857;5.9232;73.2829
63_50;63;T4_2;Transect 4;50;50.28555;15.8777;35.0439;0.1032;25.8104;MSM80;-14.5;-76.167;131;27.957;2.523;18.828;28;NA;216;NA;205;57.66165924;0;44.80939102;4.028818607;2.853409767;13.31306553;0;31.84904671;4.1078;0;5.5807;57.0202;1.3324;3.9057;0;14.6481;9.5475;24.2434;0;14.1852;0;154.5154
63_70;63;T4_2;Transect 4;70;70.40864;15.4983;35.0363;0.07087;25.89;MSM80;-14.5;-76.167;131;28.787;2.48;18.808;28;NA;217;NA;206;13.83556747;0;17.87769699;6.725346088;0;9.122310638;0;37.06451416;0;0;12.0007;37.854;0;3.2076;0;20.7118;5.0891;34.3975;0;17.0222;0;84.6254
65_50;65;T4_1;Transect 4;50;50.29856;16.0386;35.0413;0.06356;25.7715;MSM80;-14.5;-76.019;97;28.135;2.583;18.177;10;NA;222;NA;211;86.48548126;0.595008314;39.97539139;4.49814415;2.297003984;18.14204407;0;0.166993618;2.1108;0;4.646;45.8623;2.8206;0;0;10.6817;6.8871;0;0;25.8632;0;152.1601
66_45;66;T4_3;Transect 4;45;45.27317;16.5984;35.104;0.94037;25.693;MSM80;-14.499;-76.334;228;20.843;1.787;7.247;40;NA;228;NA;217;76.05767059;5.701962948;51.05453491;10.0469265;37.80086899;40.61765289;0.332618594;14.48677349;23.7674;3.7506;12.5043;60.3567;3.1687;7.336;1.9248;5.1363;9.5211;16.3701;0.7951;44.1522;22.6864;236.099
66_60;66;T4_3;Transect 4;60;60.36439;15.4981;35.0528;0.07738;25.8997;MSM80;-14.499;-76.334;228;34.005;2.414;14.64;40;NA;229;NA;218;0;36.19672012;16.02872849;1.358363986;3.449604988;4.002186775;0;5.930928707;4.702;31.5055;2.8765;15.7523;0.8411;1.2;0.3805;4.423;4.5288;8.2653;0;7.8645;2.975;66.9665
67_50;67;T5_1;Transect 5;50;50.30032;15.6485;35.0385;0.06341;25.8563;MSM80;-15.299;-75.334;133;22.136;2.663;20.341;8;NA;234;NA;223;16.88394165;2.231904984;10.08772373;5.2255373;0;1.580504656;0.423263282;27.53921127;0;3.2316;10.0271;39.3011;0;1.5472;0;12.1869;3.2632;27.3606;0.7089;3.2989;0;63.9721
67_75;67;T5_1;Transect 5;75;NA;NA;35.0325;0.03896;NA;MSM80;-15.299;-75.334;133;21.874;2.662;20.831;8;NA;235;NA;224;15.71043682;0;9.376400948;5.948484421;0;5.652368546;0;23.91122246;0;0;12.0347;45.1011;1.849;3.3963;0;16.6099;3.3365;25.9254;0;5.1133;0;60.5989
74_50;74;T5_5;Transect 5;50;50.28541;15.4914;35.044;0.59638;25.889;MSM80;-15.3;-76.501;3835;29.548;2.498;14.751;140;NA;278;NA;266;19.28651619;9.075780869;10.14202499;1.8157897;0;6.497022629;4.824060917;28.93641663;0;8.7471;3.9201;38.2778;1.2544;2;0.9265;7.6284;3.0681;27.6661;5.2101;11.6648;1.4948;80.5776
78_40;78;T5_4;Transect 5;40;40.21939;17.7084;35.1031;1.6366;25.3693;MSM80;-15.299;-75.834;2300;27.791;2.237;11.797;65;NA;283;NA;271;112.8622742;70.36073303;124.4107895;8.229254723;0;15.71328259;2.986560822;8.909791946;0;48.2494;11.6241;100.248;0;4.5812;2.2943;7.5333;25.1373;9.9936;2.7246;18.2626;2.975;343.4727
78_50;78;T5_4;Transect 5;50;50.28004;15.9657;35.0611;0.17511;25.7888;MSM80;-15.299;-75.834;2300;28.137;2.583;19.44;65;NA;284;NA;272;0;47.84777069;8.501993179;2.925313473;0;0;10.00821209;4.275737286;0;65.6029;12.3183;51.1746;0;0;0.4343;12.9954;5.6904;18.2172;16.4101;7.7853;0;73.559
82_40;82;T5_2;Transect 5;40;40.24648;15.4634;35.0492;0.39421;25.9032;MSM80;-15.3;-75.417;532;30.263;2.538;15.943;20;No fluorescence;296;NA;283;10.28945541;5.115103722;9.892073631;1.54654181;0;3.331053257;2.279879332;10.98300362;0;3.9707;2.3852;13.2181;0.7096;0.7224;0;5.9788;2.2418;9.4751;2.1328;5.2782;2.7008;43.4371
94_6_55;94_6;T6_3;Transect 6;55;55.32826;14.7617;35.0144;0.05156;26.0356;MSM80;-16;-75;2856;21.03;2.63;22.35;105;NA;347;NA;333;26.82580757;0;16.57695198;2.445096493;0.476247221;0;8.697587967;18.49788475;1.4658;0;3.0928;24.1041;3.0998;0;0;9.7892;3.3732;24.8349;7.1497;0;45.6636;73.5196
94_6_75;94_6;T6_3;Transect 6;75;75.45277;14.2709;34.9877;0.03594;26.121;MSM80;-16;-75;2856;15.147;2.558;24.98;105;NA;348;NA;334;78.05902863;0;7.736420631;3.68964839;1.691078067;0;8.068379402;18.69844055;3.5537;0;5.3689;75.3433;0;0;0;10.4946;2.1021;26.4244;7.3258;0;41.9997;117.943
95_50;95;T6_1;Transect 6;50;50.31326;14.8223;35.0166;0.04803;26.0233;NA;-16;-74.166;119;21.415;2.599;24.364;15;NA;353;NA;339;6.301603794;17.99398804;8.644218445;1.044139147;0;0.617319703;0;18.26496696;0;15.8844;2.3064;19.0295;0;0;0;8.3307;2.503;17.2836;0;4.2665;1.4655;52.8662
96_40;96;T6_5;Transect 6;40;40.25372;15.6278;35.0447;0.26728;25.8625;MSM80;-15.999;-76;3726;29.324;2.58;15.188;199;Base euphotic zone;359;155;345;178.7547302;42.21084976;47.41835403;8.317875862;62.22883224;42.5799408;7.92139864;29.53297997;43.0231;31.7354;13.8761;185.4183;4.6829;12.604;2.2612;5.7546;10.887;41.6247;7.8772;46.7341;57.168;418.9649
99_40;99;T6_4;Transect 6;40;40.24245;15.4467;35.0344;0.12363;25.8981;MSM80;-16;-75.251;4712;22.499;2.686;19.566;131;NA;365;NA;351;0;28.56376839;17.90756416;0.942725837;0;0.975753069;0;27.31937408;2.853;29.9271;4.0078;16.0896;2.9367;0;0;7.1179;6.3846;35.6938;0;7.7414;15.5224;75.7092
99_60;99;T6_4;Transect 6;60;60.36613;14.5874;34.9979;0.06033;26.0564;MSM80;-16;-75.251;4712;13.389;2.619;24.128;131;Chla;366;158;352;0;0.803562224;0.605413795;0;0;0;21.50508308;2.315763474;0.6793;5.1348;0;13.127;3.7705;0;0;9.1867;2.1314;39.0013;29.5766;0;102.514;25.2298
104_1_50;104_1;T6_2;Transect 6;50;50.30604;14.9501;34.99;0.08383;25.9674;MSM80;-15.999;-74.333;620;17.058;2.693;23.687;33;NA;378;NA;364;0;99.34299469;1.206617951;0;0;0;0;7.214668751;0;130.0783;5.868;59.0637;9.1121;0;0;13.6573;4.302;29.4336;0;0;16.5849;107.7643
1_80;1;T1_6;Transect 1;80;80.50035;14.9021;35.0219;0.44586;26.0121;MSM80;-8.499;-80.999;6229;31.522;2.104;17.39;230;Base euphotic zone;4;3;4;15.01927853;0;0;11.70934391;12.84356689;10.49038601;0.850128472;0.483925074;11.5459;0;14.343;15.047;1.1602;1.25;0.4205;1.0641;0;3.0131;0.8584;15.8511;6.9338;51.3966
4_80;4;T1_5;Transect 1;80;80.47051;14.5623;35.0138;0.0785;26.0791;MSM80;-8.516;-80.493;1328;32.75;2.241;19.513;175;Base euphotic zone;11;NA;11;0;1.865924954;6.38917017;3.217942715;14.88385201;6.020368576;1.098242521;3.437166452;10.0121;1.6074;4.5598;5.065;0.4623;1.9151;0;1.9202;1.3896;8.1981;1.1503;7.0266;14.06;36.9127
4_100;4;T1_5;Transect 1;100;100.59244;14.3698;34.9986;0.27404;26.1101;MSM80;-8.516;-80.493;1328;33.178;2.238;19.44;175;NA;12;NA;12;0;0;2.501126289;2.007148981;8.115979195;3.023014069;1.098517418;4.099885941;5.9311;0;3.0229;3.3045;0.3308;1.0944;0;1.5338;0.6416;6.2229;1.1329;3.4473;4.131;20.8457
7_80;7;T1_4;Transect 1;80;80.50243;16.2152;35.0998;0.83432;25.7725;MSM80;-8.499;-80.031;356;30.494;2.045;16.949;120;NA;20;NA;19;22.03791618;2.688767672;11.38391495;14.72244167;42.92789459;43.76718903;0;7.267186642;30.6692;2.3525;19.521;34.726;5.6377;7.6181;1.7304;1.5813;2.4749;27.5381;0;57.8788;71.115;144.7953
10_80;10;T1_3;Transect 1;80;80.4916;16.8679;35.0085;1.21523;25.5543;MSM80;-8.499;-79.667;101;23.268;1.78;17.272;80;Base euphotic zone;26;NA;25;94.9125824;0;11.54014015;4.573209286;6.646572113;2.330309868;1.313372254;0;5.6201;0;5.8869;71.7311;0;0;0;14.5173;2.4419;0;1.1816;6.9276;0;121.3162
10_100;10;T1_3;Transect 1;100;100.61368;16.6157;35.0199;1.12419;25.6214;MSM80;-8.499;-79.667;101;23.527;1.806;17.941;80;NA;27;NA;26;54.01295853;0;10.13945293;3.60653615;5.34696722;1.50284934;2.292447805;29.50195885;5.3841;0;5.6147;60.3248;0;0;0;19.3683;2.7059;29.6754;2.3701;7.0266;0;106.4032
18_80;18;T2_5;Transect 2;80;80.49364;15.2222;35.0283;0.24113;25.9453;MSM80;-9.499;-80.003;2423;32.219;2.249;16.567;176;No fluorescence;64;NA;60;5.184283733;0;19.93422318;1.781403184;7.35623455;3.775155067;1.719648004;9.234158516;5.427;0;2.7223;11.5032;0.639;0.533;0.3998;3.3053;4.4071;9.1703;1.6681;5.971;0;48.9851
20_80;20;T2_4;Transect 2;80;NA;NA;35.0336;1.33872;NA;MSM80;-9.499;-79.668;891;23.804;1.706;15.024;140;No fluorescence;71;NA;67;24.88300514;0;3.29905653;2.014034033;6.239440441;0.777852952;0;5.942625999;4.6387;0;2.8527;22.7671;0;0;0;4.3932;0.7736;5.6866;0;2.3587;0;43.156
20_100;20;T2_4;Transect 2;100;NA;NA;35.0546;1.20346;NA;MSM80;-9.499;-79.668;891;24.678;1.739;14.232;140;NA;72;NA;68;4.74981451;0;0;2.916441441;3.562328339;0.707749367;0;3.849564314;3.4214;0;3.9813;6.2102;0;0;0;2.7881;0;3.4606;0;2.0123;0;15.7859
22_80;22;T2_3;Transect 2;80;80.49952;16.1983;35.0716;0.89052;25.7558;MSM80;-9.499;-79.339;152;27.547;1.886;13.064;103;No fluorescence;78;NA;74;10.15838432;1.9087708;13.74613667;17.54343224;17.8258934;6.34177351;0.892719984;3.603269339;16.7155;1.44;21.7442;15.1553;1.0378;0;0.517;1.8964;2.7829;5.0539;0.7958;11.744;5.1294;72.0204
28_80;28;T2_2;Transect 2;80;80.49669;16.5846;35.0485;1.13646;25.6515;MSM80;-9.499;-78.667;107;24.566;1.768;16.814;28;NA;90;NA;85;17.66672516;0;4.254488468;7.103203297;9.626854897;5.402860165;1.918648362;7.02167654;8.532;0;9.2954;19.0295;0.6526;0.566;0.5515;3.8225;0.9643;6.7476;1.7654;8.9235;0;52.9945
28_107;28;T2_2;Transect 2;107;107.66209;16.3018;35.0527;0.84644;25.7217;MSM80;-9.499;-78.667;107;25.469;1.899;17.08;28;NA;91;NA;86;11.64346027;0;3.954707384;5.304599762;3.473398924;3.326888323;0.96963048;12.54522705;4.2258;0;6.9645;13.0358;0.571;0;0.4584;7.6153;0.9093;10.4782;0.8931;6.3668;0;41.2179
30_80;30;T2_1;Transect 2;80;NA;NA;35.0329;0.92298;NA;MSM80;-9.499;-78.449;82;25.034;1.842;18.081;5;NA;95;NA;90;78.86715698;0;15.80496788;8.080791473;11.80574512;4.027390957;2.746192694;26.85103798;11.5191;0;12.0574;86.3907;1.3777;0;0.4033;18.316;4.0771;29.5673;2.8254;9.4183;0;148.1833
38_100;38;T3_1;Transect 3;100;100.57962;16.0471;35.04;0.02118;25.7706;MSM80;-11.996;-77.338;104;14.108;2.753;29.689;22;NA;131;NA;126;35.62304688;34.50555801;16.9496212;10.88612843;0;9.003400803;0.819958329;23.05621719;1.7053;33.7893;22.5268;76.893;9.1181;0;0;26.1692;5.4557;37.2061;1.4666;5.6741;0;130.8439
40_90;40;T3_2;Transect 3;90;90.54452;15.658;35.0386;0.17483;25.8568;MSM80;-12;-77.499;139;30.486;2.275;19.409;40;NA;136;NA;131;18.33970642;19.68707085;26.75260353;9.945973396;0;1.230410457;0;0;2.7886;21.3486;20.9842;56.177;0.8792;0;0.6273;12.5317;8.4402;0;0;4.0906;0;75.9558
40_138;40;T3_2;Transect 3;138;138.84739;15.0558;35.0228;0.01887;25.9806;MSM80;-12;-77.499;139;22.483;2.502;27.233;40;NA;137;NA;132;21.16622543;22.30046082;12.90854073;6.828776836;0;6.212526798;0;0;0;21.3821;14.9045;50.2858;6.2993;0.8113;0;19.5347;3.9671;0;0;0;0;69.4165
45_100;45;T3_4;Transect 3;100;100.59065;14.9487;35.0178;0.04853;26.0001;MSM80;-11.999;-77.833;460;25.478;2.521;24.516;76;NA;153;NA;147;20.11797905;0;4.114710808;2.095273972;0;1.060949802;0;20.51617813;0;0;4.7867;32.7034;1.5771;0;0;8.2871;1.3933;23.6184;0;0;0;47.9051
56_3_100;56_3;T4_6;Transect 4;100;100.57514;13.945;34.9714;0.0362;26.1804;MSM80;-14.496;-77.002;6117;15.329;2.641;28.82;112;NA;199;NA;189;0;12.85503197;0.109141283;0.035076771;0;1.250557303;0;1.136635184;0;23.8769;1.5275;7.2548;0;0;0;5.8973;0.6649;13.8629;0;11.2162;4.0302;15.3864
58_90;58;T4_5;Transect 4;90;90.53378;13.9663;34.9383;0.04683;26.1478;MSM80;-14.499;-76.667;2649;23.455;2.607;22.563;75;NA;205;NA;195;0.100680813;0;2.022792578;0.436181873;1.263393402;0;0;0.778089345;0.8741;0;0.5842;1.7092;0;0;0;2.7049;0.407;7.8046;0;0;27.4787;4.6011
60_85;60;T4_4;Transect 4;85;85.49687;14.1778;34.9548;0.04868;26.1154;MSM80;-14.499;-76.5;1420;23.658;2.56;19.513;57;NA;211;86;200;0;0;1.894314408;0.667094469;0;0.975684881;0;1.571994424;0;0;2.5635;7.27;1.2145;1.3396;0;5.4217;0.9777;17.8289;0;0;50.7074;5.1091
63_130;63;T4_2;Transect 4;130;130.28607;14.7445;35.0096;0.02052;26.0384;MSM80;-14.5;-76.167;131;20.425;2.598;27.218;28;NA;218;NA;207;3.965018988;0;5.636438847;2.325624704;0;1.734456062;0;15.04009056;0;0;5.4446;15.0033;0;0.9497;0;11.1763;1.8137;18.369;0;2.947;0;28.7016
65_80;65;T4_1;Transect 4;80;80.48392;15.7498;35.0407;0.03052;25.8355;MSM80;-14.5;-76.019;97;25.533;2.628;19.335;10;NA;223;NA;212;34.58596802;0;9.790880203;3.32636404;0;6.399424553;0;25.48077774;1.0211;0;5.1996;35.7163;0;0;0;10.2917;2.4287;23.4687;0;18.4737;0;79.5834
65_97;65;T4_1;Transect 4;97;97.33905;15.4972;35.0291;0.01329;25.8877;MSM80;-14.5;-76.019;97;18.029;2.771;24.609;10;Bottom;224;NA;213;23.80961609;0;17.45137978;5.409075737;0;15.59441853;0;31.6815815;0;0;11.5016;43.8705;6.4443;0;0;19.725;4.9644;36.6968;0;30.6795;0;93.9461
66_85;66;T4_3;Transect 4;85;85.51999;14.5544;35.0091;0.06408;26.0767;MSM80;-14.499;-76.334;228;30.481;2.384;17.773;40;NA;230;NA;219;14.10031509;0;0;2.092692375;1.1653862;0;0.286375642;3.84890604;1.3299;0;2.3775;10.2281;0;0;0;2.397;0;10.5183;0.2669;0;30.8202;21.4937
67_130;67;T5_1;Transect 5;130;NA;NA;35.0311;0.02224;NA;MSM80;-15.299;-75.334;133;24.692;2.591;22.523;8;NA;236;NA;225;22.70279884;0;9.137507439;2.371010065;0;2.668796062;0.210343257;21.73309517;0;0;5.6865;40.885;0.4109;1.7296;0;12.064;2.8794;27.2731;0.4865;2.1553;0;58.8236
74_80;74;T5_5;Transect 5;80;80.47167;14.4537;34.9868;0.05083;26.0812;MSM80;-15.3;-76.501;3835;23.558;2.542;20.699;140;NA;279;NA;267;0;0;6.702196598;0;0;17.07773399;2.93028903;13.41289139;0;0;4.1174;14.5741;5.0757;2.4812;0;13.0073;5.6977;71.6884;8.3962;109.5227;41.2181;40.1231
78_80;78;T5_4;Transect 5;80;80.4672;15.227;35.0289;0.03644;25.9448;MSM80;-15.299;-75.834;2300;26.317;2.523;21.144;65;NA;285;NA;273;2.479144335;0;6.490254879;0.858834445;0;0;13.0481329;11.35255051;0;0;2.5771;18.5601;0;0;0;9.1503;2.2468;18.6046;16.759;4.0642;0;34.2289
80_80;80;T5_3;Transect 5;80;80.47505;15.1401;35.0258;0.03553;25.9627;MSM80;-15.299;-75.583;1168;26.661;2.529;21.165;36;NA;291;NA;278;3.400102139;20.22434807;3.561619043;1.763259768;0;0;8.232506752;0.870017231;0;40.3362;9.3465;57.7837;0;0;0;9.7971;3.0505;21.9054;19.7324;7.2905;0;38.0519
82_80;82;T5_2;Transect 5;80;80.49362;14.399;34.9965;0.03859;26.1015;MSM80;-15.3;-75.417;532;20.577;2.584;24.685;20;NA;297;NA;284;0;14.42196941;8.91792202;0;0;0;14.17935848;0;0;21.8453;4.2725;16.515;0;0;0;9.6544;4.7664;0;21.3009;5.1243;8.9153;37.5192
95_80;95;T6_1;Transect 6;80;80.50038;14.3521;34.9754;0.02835;26.0912;NA;-16;-74.166;119;17.977;2.637;23.241;15;NA;354;NA;340;76.1269455;38.31466293;15.46576118;0.534222305;0.534766257;1.906915426;0.075284049;11.89101028;0;16.6547;0;13.9018;1.9457;0;0;6.1509;1.6524;15.4061;0;0;70.0525;144.8495
95_100;95;T6_1;Transect 6;100;100.62832;14.1645;34.9765;0.02211;26.1369;NA;-16;-74.166;119;16.937;2.619;26.379;15;NA;355;NA;341;0.754942179;19.3562336;3.967871904;0;0;1.328309536;0;0;0;17.1235;0;12.3217;2.0001;0;0;7.8947;1.227;0;0;0;12.4937;25.4074
96_80;96;T6_5;Transect 6;80;80.50219;14.0903;34.9853;0.03635;26.1566;MSM80;-15.999;-76;3726;15.122;2.6;27.665;199;NA;360;NA;346;12.4794817;4.862980366;6.321401596;0;3.67074275;0;0;24.66367722;2.5741;4.2418;0;19.2878;0;0;0;6.7533;1.6132;24.5469;0;0;9.7946;51.9983
96_100;96;T6_5;Transect 6;100;100.62997;13.8098;34.97;0.02834;26.2051;MSM80;-15.999;-76;3726;17.382;2.561;28.268;199;NA;361;NA;347;10.0637455;2.436966658;4.670596123;0.688470602;2.220233917;0;0;18.016222;1.818;2.1851;1.1513;14.0556;0;0;0;4.9104;1.1623;17.7273;0;0;8.0146;38.0962
99_100;99;T6_4;Transect 6;100;100.61893;13.9843;34.9783;0.02998;26.1749;MSM80;-16;-75.251;4712;11.738;2.736;31.01;131;NA;367;NA;353;0.196118072;0.765658975;2.175151348;0.316248327;0;0.403100729;0;14.25238323;0;1.4651;1.2023;10.1871;0;0;0;5.0591;0.9606;21.0567;0;2.903;3.4715;18.1087
104_1_100;104_1;T6_2;Transect 6;100;100.62074;14.0405;34.9771;0.03236;26.1631;MSM80;-15.999;-74.333;620;18.102;2.589;25.215;33;NA;379;NA;365;0;11.65783691;1.094419599;0.087026998;0;0;0;1.481943488;0;16.3589;1.1456;7.025;0;0;0;5.6119;0.8066;10.4743;0;0;6.9888;14.3212
1_150;1;T1_6;Transect 1;150;150.93516;14.1236;34.9852;0.76894;26.1526;MSM80;-8.499;-80.999;6229;29.261;1.991;18.429;230;Oxycline mid;5;NA;5;2.594827414;0.010034028;0.12896131;0.006292255;0.005348796;0;1.90017879;1.523729086;0;0;0;0.4102;0;0;0;2.2055;0;0;1.0217;0;0;6.1694
22_150;22;T2_3;Transect 2;150;150.93634;14.936;35.027;0.29639;26.0113;MSM80;-9.499;-79.339;152;30.318;2.203;19.213;103;No oxygen;79;NA;75;0.395039678;0;3.112065792;1.574262738;1.104431391;0.095106781;0;7.108257771;1.5123;0;2.7847;2.9399;0;0;0;8.5071;0.825;8.7035;0;2.3422;0;13.3892
43_160;43;T3_3;Transect 3;160;160.9711;14.7389;35.0115;0.06327;26.041;MSM80;-12;-77.666;180;25.342;2.464;24.927;58;NA;147;NA;141;14.8679018;0;6.41435194;1.100336075;0;0.808043778;0;9.23925209;0;0;2.2005;17.5368;0.9698;0;0;7.3359;1.5766;13.6263;0;0;0;32.4299
60_150;60;T4_4;Transect 4;150;150.91544;13.2978;34.9322;0.02993;26.2829;MSM80;-14.499;-76.5;1420;25.56;2.558;24.114;57;NA;212;NA;201;0;0;0;0.16463621;0;0.575658262;0;2.425761938;0;0;0.5671;0.6951;0;0.4764;0;2.2234;0;7.1874;0;0;0;3.1661
80_150;80;T5_3;Transect 5;150;150.9263;14.0803;34.9781;0.01698;26.1575;MSM80;-15.299;-75.583;1168;21.701;2.586;24.163;36;NA;292;NA;279;11.08886814;2.160061121;0.053225685;0.040582791;0;2.158775091;1.868246436;7.278135777;0;2.3944;0;9.0818;0;0;0;4.1019;0;8.5878;2.252;38.234;12.4021;24.6479
82_150;82;T5_2;Transect 5;150;150.94609;14.0187;34.9703;0.02214;26.1649;MSM80;-15.3;-75.417;532;22.577;2.566;24.189;20;No oxygen;298;NA;285;12.78319073;0;5.594018459;0.8300547;0;0;6.232661247;1.348265886;0;0;1.6031;14.6235;0;0;0;5.0174;1.315;9.8301;6.4176;0;12.3349;26.7882
1_200;1;T1_6;Transect 1;200;201.25989;13.5872;34.9586;0.03008;26.245;MSM80;-8.499;-80.999;6229;32.604;2.39;22.833;230;OMZ;6;NA;6;1.114275336;0.001414377;0.032283988;0.001557034;0.000820946;0;1.1324507;0.676128745;0;0;0;0.4558;0;0;0;1.4386;0;0;0.7958;0;0;2.9589
4_200;4;T1_5;Transect 1;200;201.22971;13.4459;34.9522;0.01205;26.2699;MSM80;-8.516;-80.493;1328;31.582;2.383;23.538;175;NA;13;NA;13;0.450309157;0;0;0.405246407;0;0;0.520366013;1.982465506;0;0;0.9244;0.8318;0;0;0;2.1877;0;3.4374;0.7055;0;0;3.3584
7_250;7;T1_4;Transect 1;250;251.59848;13.2229;34.939;0.0182;26.3061;MSM80;-8.499;-80.031;356;28.582;2.476;25.868;120;OMZ mid;21;NA;20;0.930167794;0;2.430089712;0.560099781;0;1.219916701;0;3.203911781;0;0;1.3952;2.0568;0;0;0;3.2637;0.7773;8.175;0;2.7051;1.5663;8.3442
18_200;18;T2_5;Transect 2;200;201.25675;13.9063;34.9744;0.08796;26.1905;MSM80;-9.499;-80.003;2423;31.293;2.303;21.698;176;OMZ;65;NA;61;1.126115799;0;1.282571673;0.277451634;0;0;0;2.299659729;0;0;0.5558;1.2705;0;0;0;2.5622;0.3263;3.2368;0;0;0;4.9858
